UID,week,Year,model_code,model_family,start_date,end_date,ret_stock,ret_dos,dbr_stock,dbr_dos,wod,stocking_outlet,activating_outlet,plc_factor,tertiary,seasonality_1,seasonality_2
482025,48,2025,YUVA_STAR,YUVA,,,5952,148.2704626,275,6.850533808,104,5952,261,100,281,-0.921311978,0.388824175
492025,49,2025,A1_JOSH_BOL,JOSH,,,383285,202.4749076,13523,7.143687269,1863,78028,4099,100,5679,-0.874763085,0.48455087
492025,49,2025,LAVA_A3VIBE,A3,,,123593,852.3655172,841,5.8,13,41478,365,100,435,-0.874763085,0.48455087
492025,49,2025,LF7002_A7_TORCH,A7,,,102652,613.4581673,1076,6.430278884,38,39003,462,100,502,-0.874763085,0.48455087
492025,49,2025,YUVA_STAR,YUVA,,,5912,177.36,232,6.96,88,5912,96,100,100,-0.874763085,0.48455087
502025,50,2025,A1_JOSH_BOL,JOSH,,,375324,208.6126727,10205,5.672145466,1387,77525,7952,100,12594,-0.818302776,0.57478741
502025,50,2025,LAVA_A3VIBE,A3,,,122753,917.0448239,940,7.022411953,10,41282,743,100,937,-0.818302776,0.57478741
502025,50,2025,LF7002_A7_TORCH,A7,,,101715,655.0183993,1061,6.832566697,37,38730,963,100,1087,-0.818302776,0.57478741
502025,50,2025,YUVA_STAR,YUVA,,,5704,162.9714286,217,6.2,52,5704,217,100,245,-0.818302776,0.57478741
512025,51,2025,A1_JOSH_BOL,JOSH,,,366449,217.403424,7808,4.632256971,1203,77054,7638,100,11799,-0.75257077,0.658511379
512025,51,2025,LAVA_A3VIBE,A3,,,122080,940.110011,797,6.137513751,11,41090,693,100,909,-0.75257077,0.658511379
512025,51,2025,LF7002_A7_TORCH,A7,,,100820,714.3117409,1027,7.276315789,25,38496,897,100,988,-0.75257077,0.658511379
512025,51,2025,YUVA_STAR,YUVA,,,5531,154.868,177,4.956,76,5531,230,100,250,-0.75257077,0.658511379
522025,52,2025,A1_JOSH_BOL,JOSH,,,357966,243.4196619,7406,5.036137556,719,76609,6878,100,10294,-0.678311836,0.734774151
522025,52,2025,LAVA_A3VIBE,A3,,,121356,1018.57554,715,6.001199041,25,40901,641,100,834,-0.678311836,0.734774151
522025,52,2025,LF7002_A7_TORCH,A7,,,99977,781.0703125,1433,11.1953125,26,38288,775,100,896,-0.678311836,0.734774151
522025,52,2025,YUVA_STAR,YUVA,,,5357,164.4692982,130,3.99122807,92,5357,209,100,228,-0.678311836,0.734774151
532025,53,2025,A1_JOSH_BOL,JOSH,,,350747,263.776214,6500,4.888268156,538,76155,6351,100,9308,-0.596367359,0.802711638
532025,53,2025,LAVA_A3VIBE,A3,,,120539,1004.491667,778,6.483333333,35,40748,630,100,840,-0.596367359,0.802711638
532025,53,2025,LF7002_A7_TORCH,A7,,,99212,773.3674833,1337,10.422049,55,38100,791,100,898,-0.596367359,0.802711638
532025,53,2025,YUVA_STAR,YUVA,,,5156,172.6889952,120,4.019138756,66,5156,194,100,209,-0.596367359,0.802711638
542025,54,2025,A1_JOSH_BOL,JOSH,,,349023,309.0066401,6066,5.370517928,244,76059,1846,100,2259,-0.5076658,0.861554081
542025,54,2025,LAVA_A3VIBE,A3,,,120377,1407.918129,770,9.005847953,19,40722,147,100,171,-0.5076658,0.861554081
542025,54,2025,LF7002_A7_TORCH,A7,,,99020,966.0487805,1325,12.92682927,34,38058,193,100,205,-0.5076658,0.861554081
542025,54,2025,YUVA_STAR,YUVA,,,5117,208.8571429,111,4.530612245,19,5117,46,100,49,-0.5076658,0.861554081
552025,55,2025,A1_JOSH_BOL,JOSH,,,342035,298.720524,5306,4.634061135,446,75629,5626,100,8015,-0.413212186,0.910634773
552025,55,2025,LAVA_A3VIBE,A3,,,119668,1125.908602,834,7.846774194,8,40574,590,100,744,-0.413212186,0.910634773
552025,55,2025,LF7002_A7_TORCH,A7,,,98499,925.4939597,1159,10.88993289,27,37881,673,100,745,-0.413212186,0.910634773
552025,55,2025,YUVA_STAR,YUVA,,,4905,147.360515,103,3.094420601,46,4905,216,100,233,-0.413212186,0.910634773
562025,56,2025,A1_JOSH_BOL,JOSH,,,335640,312.0159363,4653,4.325498008,334,75245,5352,100,7530,-0.314076712,0.949397608
562025,56,2025,LAVA_A3VIBE,A3,,,119120,1280.860215,771,8.290322581,9,40440,513,100,651,-0.314076712,0.949397608
562025,56,2025,LF7002_A7_TORCH,A7,,,97925,989.1414141,1329,13.42424242,35,37748,616,100,693,-0.314076712,0.949397608
562025,56,2025,YUVA_STAR,YUVA,,,4655,119.3589744,78,2,49,4655,247,100,273,-0.314076712,0.949397608
572025,57,2025,A1_JOSH_BOL,JOSH,,,4382,7.728395062,4580,8.077601411,11,74000,1001,100,1134,-0.211382624,0.97740339
572025,57,2025,LAVA_A3VIBE,A3,,,119000,2144.144144,700,12.61261261,1,40000,101,100,111,-0.211382624,0.97740339
572025,57,2025,LF7002_A7_TORCH,A7,,,96500,1531.746032,1300,20.63492063,2,37700,119,100,126,-0.211382624,0.97740339
572025,57,2025,YUVA_STAR,YUVA,,,96374,2569.973333,70,1.866666667,12,4500,73,100,75,-0.211382624,0.97740339
